base,label_l3,label_l2,confidence,rationale,evidence,source
지방자치단체를 당사자로 하는 계약에 관한 법률 일부개정법률안(계속),지방행정,지방행정,0.8,지방자치단체의 계약과 관련된 법률안이므로 지방행정으로 분류된다.,지방자치단체를 당사자로 하는 계약에 관한 법률 일부개정법률안(계속),gpt:gpt-4o-mini
지방자치단체를 당사자로 하는 계약에 관한 법률 일부개정법률안(대안),지방행정,지방행정,0.9,지방자치단체와 관련된 법률안이므로 지방행정에 해당한다.,지방자치단체를 당사자로 하는 계약에 관한 법률,gpt:gpt-4o-mini
지방자치단체에 두는 국가공무원의 정원에 관한 법률 일부개정법률안,지방행정,지방행정,0.9,국가공무원의 정원과 관련된 법률안으로 지방행정에 속한다.,지방자치단체에 두는 국가공무원의 정원,gpt:gpt-4o-mini
지방자치단체에 두는 국가공무원의 정원에 관한 법률 일부개정법률안(계속),지방행정,지방행정,0.9,계속 논의되는 국가공무원 정원 관련 법률안으로 지방행정에 해당한다.,지방자치단체에 두는 국가공무원의 정원,gpt:gpt-4o-mini
지방자치단체의 기관구성 형태 변경에 관한 특별법안,지방행정,지방행정,0.9,지방자치단체의 기관구성에 관한 법률안으로 지방행정에 속한다.,지방자치단체의 기관구성 형태 변경,gpt:gpt-4o-mini
지방자치단체장직 인수에 관한 법률안,지방행정,지방행정,0.9,지방자치단체장직 인수 관련 법률안으로 지방행정에 해당한다.,지방자치단체장직 인수에 관한 법률안,gpt:gpt-4o-mini
지방자치단체장직 인수에 관한 법률안(계속),지방행정,지방행정,0.9,계속 논의되는 지방자치단체장직 인수 관련 법률안으로 지방행정에 속한다.,지방자치단체장직 인수에 관한 법률안,gpt:gpt-4o-mini
지방자치단체출연 연구원의 설립 및 운영에 관한 법률 일부개정법률안,지방행정,지방행정,0.9,지방자치단체 출연 연구원 관련 법률안으로 지방행정에 해당한다.,지방자치단체출연 연구원의 설립 및 운영,gpt:gpt-4o-mini
지방자치단체출연 연구원의 설립 및 운영에 관한 법률 일부개정법률안(대안),지방행정,지방행정,0.9,대안으로 제시된 지방자치단체 출연 연구원 관련 법률안으로 지방행정에 속한다.,지방자치단체출연 연구원의 설립 및 운영,gpt:gpt-4o-mini
지방자치법 일부개정법률안,지방행정,지방행정,0.9,지방자치법 개정 관련 법률안으로 지방행정에 해당한다.,지방자치법 일부개정법률안,gpt:gpt-4o-mini
지방자치법 일부개정법률안(계속),지방행정,지방행정,0.9,계속 논의되는 지방자치법 개정 관련 법률안으로 지방행정에 속한다.,지방자치법 일부개정법률안,gpt:gpt-4o-mini
지방자치법 일부개정법률안(대안),지방행정,지방행정,0.9,대안으로 제시된 지방자치법 개정 관련 법률안으로 지방행정에 해당한다.,지방자치법 일부개정법률안,gpt:gpt-4o-mini
지방자치법 전부개정법률안,지방행정,지방행정,0.9,지방자치법 전부 개정 관련 법률안으로 지방행정에 속한다.,지방자치법 전부개정법률안,gpt:gpt-4o-mini
지방자치법 전부개정법률안 철회 동의의 건,지방행정,지방행정,0.9,철회 동의가 필요한 지방자치법 전부 개정 관련 사항으로 지방행정에 해당한다.,지방자치법 전부개정법률안 철회 동의의 건,gpt:gpt-4o-mini
지방자치법 전부개정법률안(계속),지방행정,지방행정,0.9,계속 논의되는 지방자치법 전부 개정 관련 법률안으로 지방행정에 속한다.,지방자치법 전부개정법률안,gpt:gpt-4o-mini
지방자치법 전부개정법률안(대안),지방행정,지방행정,0.9,대안으로 제시된 지방자치법 전부 개정 관련 법률안으로 지방행정에 해당한다.,지방자치법 전부개정법률안,gpt:gpt-4o-mini
지방자치분권 및 국가균형발전에 관한 특별법안,지방행정,지방행정,0.9,지방자치분권과 국가균형발전 관련 법률안으로 지방행정에 속한다.,지방자치분권 및 국가균형발전에 관한 특별법안,gpt:gpt-4o-mini
지방자치분권 및 지방행정체제개편에 관한 특별법 일부개정법률안,지방행정,지방행정,0.9,지방자치분권과 지방행정체제 개편 관련 법률안으로 지방행정에 해당한다.,지방자치분권 및 지방행정체제개편에 관한 특별법 일부개정법률안,gpt:gpt-4o-mini
지방자치분권 및 지방행정체제개편에 관한 특별법 일부개정법률안(계속),지방행정,지방행정,0.9,계속 논의되는 지방자치분권 및 지방행정체제 개편 관련 법률안으로 지방행정에 속한다.,지방자치분권 및 지방행정체제개편에 관한 특별법 일부개정법률안,gpt:gpt-4o-mini
지방자치분권 및 지방행정체제개편에 관한 특별법 일부개정법률안(대안),지방행정,지방행정,0.9,대안으로 제시된 지방자치분권 및 지방행정체제 개편 관련 법률안으로 지방행정에 해당한다.,지방자치분권 및 지방행정체제개편에 관한 특별법 일부개정법률안,gpt:gpt-4o-mini
지방자치분권 및 지역균형발전에 관한 특별법 일부개정법률안,지방행정,지방행정,0.9,지방자치분권과 지역균형발전 관련 법률안으로 지방행정에 속한다.,지방자치분권 및 지역균형발전에 관한 특별법 일부개정법률안,gpt:gpt-4o-mini
지방자치분권 및 지역균형발전에 관한 특별법안,지방행정,지방행정,0.9,지방자치분권과 지역균형발전 관련 법률안으로 지방행정에 해당한다.,지방자치분권 및 지역균형발전에 관한 특별법안,gpt:gpt-4o-mini
지방자치분권 및 지역균형발전에 관한 특별법안(대안),지방행정,지방행정,0.9,대안으로 제시된 지방자치분권 및 지역균형발전 관련 법률안으로 지방행정에 속한다.,지방자치분권 및 지역균형발전에 관한 특별법안,gpt:gpt-4o-mini
지방재정법 일부개정법률안,지방재정,지방재정·기타,0.9,지방재정 관련 법률안으로 지방재정에 해당한다.,지방재정법 일부개정법률안,gpt:gpt-4o-mini
지방재정법 일부개정법률안(계속),지방재정,지방재정·기타,0.9,계속 논의되는 지방재정 관련 법률안으로 지방재정에 속한다.,지방재정법 일부개정법률안,gpt:gpt-4o-mini
지방재정법 일부개정법률안(대안),지방재정,지방재정·기타,0.9,대안으로 제시된 지방재정 관련 법률안으로 지방재정에 해당한다.,지방재정법 일부개정법률안,gpt:gpt-4o-mini
지방행정동우회법안,지방행정,지방행정,0.9,지방행정 관련 법률안으로 지방행정에 속한다.,지방행정동우회법안,gpt:gpt-4o-mini
지방행정동우회법안(계속),지방행정,지방행정,0.9,계속 논의되는 지방행정 관련 법률안으로 지방행정에 해당한다.,지방행정동우회법안,gpt:gpt-4o-mini
지방행정제재·부과금의 징수 등에 관한 법률 일부개정법률안,지방행정,지방행정,0.9,지방행정 제재 및 부과금 관련 법률안으로 지방행정에 속한다.,지방행정제재·부과금의 징수 등에 관한 법률,gpt:gpt-4o-mini
지방행정제재․부과금의 징수 등에 관한 법률 일부개정법률안,지방행정,지방행정,0.9,지방행정 제재 및 부과금 관련 법률안으로 지방행정에 해당한다.,지방행정제재․부과금의 징수 등에 관한 법률,gpt:gpt-4o-mini
지방행정제재․부과금의 징수 등에 관한 법률 일부개정법률안(계속),지방행정,지방행정,0.9,계속 논의되는 지방행정 제재 및 부과금 관련 법률안으로 지방행정에 속한다.,지방행정제재․부과금의 징수 등에 관한 법률,gpt:gpt-4o-mini
지방회계법 일부개정법률안,지방재정,지방재정·기타,0.9,지방회계법은 지방재정과 관련된 법률이기 때문에 지방재정으로 분류된다.,지방회계법 일부개정법률안,gpt:gpt-4o-mini
지역공공은행 설립 및 운영에 관한 특별법안,지방재정,지방재정·기타,0.8,지역공공은행은 지역의 재정적 지원을 목적으로 하므로 지방재정과 관련이 있다.,지역공공은행 설립 및 운영에 관한 특별법안,gpt:gpt-4o-mini
지역공동체 활성화 기본법안,지역균형발전,지방행정,0.85,지역공동체의 활성화는 지역균형발전과 밀접한 관련이 있다.,지역공동체 활성화 기본법안,gpt:gpt-4o-mini
지역균형발전과 지방자치분권에 관한 특별법안,지역균형발전,지방행정,0.95,법안의 제목에서 지역균형발전과 지방자치분권이 명시되어 있어 해당 라벨이 적합하다.,지역균형발전과 지방자치분권에 관한 특별법안,gpt:gpt-4o-mini
지역균형발전을 위한 공동모금 및 배분에 관한 법률안,지역균형발전,지방행정,0.9,공동모금 및 배분은 지역균형발전을 위한 중요한 요소이다.,지역균형발전을 위한 공동모금 및 배분에 관한 법률안,gpt:gpt-4o-mini
지역사랑 상품권 이용 활성화에 관한 법률안,지역균형발전,지방행정,0.8,지역사랑 상품권은 지역 경제 활성화와 관련이 있어 지역균형발전과 연결된다.,지역사랑 상품권 이용 활성화에 관한 법률안,gpt:gpt-4o-mini
지역사랑 상품권 이용 활성화에 관한 법률안(계속),지역균형발전,지방행정,0.8,계속 논의되는 법안으로 지역 경제와 관련이 있어 지역균형발전으로 분류된다.,지역사랑 상품권 이용 활성화에 관한 법률안(계속),gpt:gpt-4o-mini
지역사랑상품권 이용 활성화에 관한 법률 일부개정법률안,지역균형발전,지방행정,0.8,상품권 이용 활성화는 지역 경제와 밀접한 관련이 있다.,지역사랑상품권 이용 활성화에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
지역사랑상품권 이용 활성화에 관한 법률 일부개정법률안(대안),지역균형발전,지방행정,0.8,대안 법안도 지역 경제와 관련이 있어 지역균형발전으로 분류된다.,지역사랑상품권 이용 활성화에 관한 법률 일부개정법률안(대안),gpt:gpt-4o-mini
지역사랑상품권 이용 활성화에 관한 법률 일부개정법률안(박정현 의원 발의),지역균형발전,지방행정,0.8,특정 의원의 발의로도 지역 경제와 관련이 있어 지역균형발전으로 분류된다.,지역사랑상품권 이용 활성화에 관한 법률 일부개정법률안(박정현 의원 발의),gpt:gpt-4o-mini
지역사랑상품권 이용 활성화에 관한 법률안,지역균형발전,지방행정,0.8,상품권 이용 활성화는 지역 경제와 밀접한 관련이 있다.,지역사랑상품권 이용 활성화에 관한 법률안,gpt:gpt-4o-mini
지역사랑상품권 이용 활성화에 관한 법률안(대안),지역균형발전,지방행정,0.8,대안 법안도 지역 경제와 관련이 있어 지역균형발전으로 분류된다.,지역사랑상품권 이용 활성화에 관한 법률안(대안),gpt:gpt-4o-mini
지역사랑상품권의 발행 및 운영에 관한 법률안,지역균형발전,지방행정,0.8,상품권의 발행 및 운영은 지역 경제와 관련이 있다.,지역사랑상품권의 발행 및 운영에 관한 법률안,gpt:gpt-4o-mini
지역사회혁신 활성화 지원에 관한 법률안,지역균형발전,지방행정,0.85,지역사회 혁신은 지역균형발전과 밀접한 관련이 있다.,지역사회혁신 활성화 지원에 관한 법률안,gpt:gpt-4o-mini
지역소멸 위기대응을 위한 농어촌기본소득법안,지역균형발전,지방행정,0.9,농어촌 기본소득은 지역 소멸 위기 대응과 관련이 있어 지역균형발전으로 분류된다.,지역소멸 위기대응을 위한 농어촌기본소득법안,gpt:gpt-4o-mini
지진·화산재해대책법 일부개정법률안,안전및재난,재난·안전,0.95,지진 및 화산재해에 대한 대책을 다루고 있어 재난안전으로 분류된다.,지진·화산재해대책법 일부개정법률안,gpt:gpt-4o-mini
지진․화산재해대책법 일부개정법률안,안전및재난,재난·안전,0.95,법안의 내용이 지진 및 화산재해 대책과 관련이 있어 재난안전으로 분류된다.,지진․화산재해대책법 일부개정법률안,gpt:gpt-4o-mini
지진․화산재해대책법 일부개정법률안(계속),안전및재난,재난·안전,0.95,계속 논의되는 법안으로 지진 및 화산재해 대책과 관련이 있어 재난안전으로 분류된다.,지진․화산재해대책법 일부개정법률안(계속),gpt:gpt-4o-mini
지진․화산재해대책법 일부개정법률안(대안),안전및재난,재난·안전,0.95,대안 법안도 지진 및 화산재해 대책과 관련이 있어 재난안전으로 분류된다.,지진․화산재해대책법 일부개정법률안(대안),gpt:gpt-4o-mini
지진재해복구기금법안,복구지원,재난·안전,0.9,지진 재해 복구를 위한 기금에 관한 법안으로 복구지원으로 분류된다.,지진재해복구기금법안,gpt:gpt-4o-mini
직능인 경제활동 지원에 관한 법률 일부개정법률안,정부혁신,정부혁신·행정지원,0.7,직능인 지원은 정부의 경제활동 지원과 관련이 있어 정부혁신으로 분류될 수 있다.,직능인 경제활동 지원에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
진실·화해를 위한 과거사정리 기본법 일부개정법률안,정부의전,정부혁신·행정지원,0.6,과거사 정리는 정부의 공식적인 절차와 관련이 있어 정부의전으로 분류될 수 있다.,진실·화해를 위한 과거사정리 기본법 일부개정법률안,gpt:gpt-4o-mini
진실·화해를 위한 과거사정리 기본법 전부개정법률안,정부의전,정부혁신·행정지원,0.6,전부개정은 정부의 공식적인 절차와 관련이 있어 정부의전으로 분류될 수 있다.,진실·화해를 위한 과거사정리 기본법 전부개정법률안,gpt:gpt-4o-mini
진실·화해를 위한 과거사정리 기본법 전부개정법률안(대안),정부의전,정부혁신·행정지원,0.6,대안 법안도 정부의 공식적인 절차와 관련이 있어 정부의전으로 분류될 수 있다.,진실·화해를 위한 과거사정리 기본법 전부개정법률안(대안),gpt:gpt-4o-mini
진실·화해를위한과거사정리위원회,정부의전,정부혁신·행정지원,0.6,위원회 설립은 정부의 공식적인 절차와 관련이 있어 정부의전으로 분류될 수 있다.,진실·화해를위한과거사정리위원회,gpt:gpt-4o-mini
진실·화해를위한과거사정리위원회 소관,정부의전,정부혁신·행정지원,0.6,위원회 소관은 정부의 공식적인 절차와 관련이 있어 정부의전으로 분류될 수 있다.,진실·화해를위한과거사정리위원회 소관,gpt:gpt-4o-mini
진실․화해를 위한 과거사정리 기본법 일부개정법률안,정부의전,정부혁신·행정지원,0.6,법안의 개정은 정부의 공식적인 절차와 관련이 있어 정부의전으로 분류될 수 있다.,진실․화해를 위한 과거사정리 기본법 일부개정법률안,gpt:gpt-4o-mini
진실․화해를 위한 과거사정리 기본법 일부개정법률안(계속),정부의전,정부혁신·행정지원,0.6,계속 논의되는 법안으로 정부의 공식적인 절차와 관련이 있어 정부의전으로 분류될 수 있다.,진실․화해를 위한 과거사정리 기본법 일부개정법률안(계속),gpt:gpt-4o-mini
진실․화해를 위한 과거사정리 기본법 일부개정법률안(대안),정부의전,정부혁신·행정지원,0.6,대안 법안도 정부의 공식적인 절차와 관련이 있어 정부의전으로 분류될 수 있다.,진실․화해를 위한 과거사정리 기본법 일부개정법률안(대안),gpt:gpt-4o-mini
진실․화해를 위한 과거사정리 기본법 일부개정법률안(대안) 번안의 건,정부의전,정부혁신·행정지원,0.6,번안의 건은 정부의 공식적인 절차와 관련이 있어 정부의전으로 분류될 수 있다.,진실․화해를 위한 과거사정리 기본법 일부개정법률안(대안) 번안의 건,gpt:gpt-4o-mini
진실․화해를 위한 과거사정리 기본법 일부개정법률안(대안)(계속),국민안전행정지원,재난·안전,0.8,이 법안은 과거사 정리를 통해 국민의 안전과 화해를 도모하는 내용을 담고 있어 국민안전행정지원과 관련이 깊다.,진실․화해를 위한 과거사정리,gpt:gpt-4o-mini
진실․화해를위한과거사정리위원회,국민안전행정지원,재난·안전,0.8,위원회는 과거사 정리를 통해 국민의 안전과 화해를 도모하는 역할을 하므로 국민안전행정지원과 관련이 있다.,진실․화해를위한과거사정리위원회,gpt:gpt-4o-mini
진실․화해를위한과거사정리위원회 소관,국민안전행정지원,재난·안전,0.8,위원회의 소관은 과거사 정리와 관련되어 국민의 안전과 화해를 도모하는 데 기여하므로 국민안전행정지원과 관련이 있다.,진실․화해를위한과거사정리위원회 소관,gpt:gpt-4o-mini
진실ㆍ화해를 위한 과거사정리 기본법 일부개정법률안,국민안전행정지원,재난·안전,0.8,이 법안은 과거사 정리를 통해 국민의 안전과 화해를 도모하는 내용을 담고 있어 국민안전행정지원과 관련이 깊다.,진실ㆍ화해를 위한 과거사정리 기본법,gpt:gpt-4o-mini
진실ㆍ화해를위한과거사정리위원회 소관,국민안전행정지원,재난·안전,0.8,위원회의 소관은 과거사 정리와 관련되어 국민의 안전과 화해를 도모하는 데 기여하므로 국민안전행정지원과 관련이 있다.,진실ㆍ화해를위한과거사정리위원회 소관,gpt:gpt-4o-mini
진실ㆍ화해를위한과거사정리위윈회 소관,국민안전행정지원,재난·안전,0.8,위원회의 소관은 과거사 정리와 관련되어 국민의 안전과 화해를 도모하는 데 기여하므로 국민안전행정지원과 관련이 있다.,진실ㆍ화해를위한과거사정리위윈회 소관,gpt:gpt-4o-mini
집회 및 시위에 관한 법률 개정에 관한 청원(계속),국민안전행정지원,재난·안전,0.7,집회 및 시위의 법적 규제는 국민의 안전과 직결되므로 국민안전행정지원과 관련이 있다.,집회 및 시위에 관한 법률 개정,gpt:gpt-4o-mini
집회 및 시위에 관한 법률 일부개정법률안,국민안전행정지원,재난·안전,0.7,법률 개정은 집회 및 시위의 안전성을 높이는 데 기여하므로 국민안전행정지원과 관련이 있다.,집회 및 시위에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
집회 및 시위에 관한 법률 일부개정법률안(계속),국민안전행정지원,재난·안전,0.7,법률 개정은 집회 및 시위의 안전성을 높이는 데 기여하므로 국민안전행정지원과 관련이 있다.,집회 및 시위에 관한 법률 일부개정법률안(계속),gpt:gpt-4o-mini
집회 및 시위에 관한 법률 일부개정법률안(대안),국민안전행정지원,재난·안전,0.7,법률 개정은 집회 및 시위의 안전성을 높이는 데 기여하므로 국민안전행정지원과 관련이 있다.,집회 및 시위에 관한 법률 일부개정법률안(대안),gpt:gpt-4o-mini
책임운영기관의 설치․운영에 관한 법률 일부개정법률안,국민안전행정지원,재난·안전,0.6,책임운영기관의 설치는 국민의 안전과 관련된 행정의 효율성을 높이는 데 기여하므로 국민안전행정지원과 관련이 있다.,책임운영기관의 설치․운영에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
철회 동의의 건,국민안전행정지원,재난·안전,0.5,철회 동의는 행정의 투명성과 안전성을 높이는 데 기여할 수 있으므로 국민안전행정지원과 관련이 있다.,철회 동의의 건,gpt:gpt-4o-mini
청원 심사기간 연장 요구의 건,국민안전행정지원,재난·안전,0.5,청원 심사기간 연장은 행정의 투명성과 안전성을 높이는 데 기여할 수 있으므로 국민안전행정지원과 관련이 있다.,청원 심사기간 연장 요구의 건,gpt:gpt-4o-mini
청원 심사기간 연장요구의 건,국민안전행정지원,재난·안전,0.5,청원 심사기간 연장은 행정의 투명성과 안전성을 높이는 데 기여할 수 있으므로 국민안전행정지원과 관련이 있다.,청원 심사기간 연장요구의 건,gpt:gpt-4o-mini
청원경찰법 일부개정법률안,국민안전행정지원,재난·안전,0.7,청원경찰법의 개정은 국민의 안전을 보장하는 데 기여하므로 국민안전행정지원과 관련이 있다.,청원경찰법 일부개정법률안,gpt:gpt-4o-mini
청원경찰법 일부개정법률안(계속),국민안전행정지원,재난·안전,0.7,청원경찰법의 개정은 국민의 안전을 보장하는 데 기여하므로 국민안전행정지원과 관련이 있다.,청원경찰법 일부개정법률안(계속),gpt:gpt-4o-mini
청원법 일부개정법률안,국민안전행정지원,재난·안전,0.6,청원법의 개정은 국민의 안전과 관련된 행정의 효율성을 높이는 데 기여하므로 국민안전행정지원과 관련이 있다.,청원법 일부개정법률안,gpt:gpt-4o-mini
청원법 전부개정법률안,국민안전행정지원,재난·안전,0.6,청원법의 전부 개정은 국민의 안전과 관련된 행정의 효율성을 높이는 데 기여하므로 국민안전행정지원과 관련이 있다.,청원법 전부개정법률안,gpt:gpt-4o-mini
청원법 전부개정법률안(계속),국민안전행정지원,재난·안전,0.6,청원법의 전부 개정은 국민의 안전과 관련된 행정의 효율성을 높이는 데 기여하므로 국민안전행정지원과 관련이 있다.,청원법 전부개정법률안(계속),gpt:gpt-4o-mini
청원심사기간 연장 요구의 건,국민안전행정지원,재난·안전,0.5,청원 심사기간 연장은 행정의 투명성과 안전성을 높이는 데 기여할 수 있으므로 국민안전행정지원과 관련이 있다.,청원심사기간 연장 요구의 건,gpt:gpt-4o-mini
청원심사기간 연장의 건,국민안전행정지원,재난·안전,0.5,청원 심사기간 연장은 행정의 투명성과 안전성을 높이는 데 기여할 수 있으므로 국민안전행정지원과 관련이 있다.,청원심사기간 연장의 건,gpt:gpt-4o-mini
초고층 및 지하연계 복합건축물 재난관리에 관한 특별법 일부개정법률안,안전및재난,재난·안전,0.9,이 법안은 재난관리에 관한 내용을 다루고 있어 재난안전교육·연구와 관련이 깊다.,초고층 및 지하연계 복합건축물 재난관리에 관한 특별법,gpt:gpt-4o-mini
총포·도검·화약류 등의 안전관리에 관한 법률 일부개정법률안,안전및재난,재난·안전,0.9,이 법안은 안전관리에 관한 내용을 다루고 있어 안전및재난과 관련이 깊다.,총포·도검·화약류 등의 안전관리에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
총포·도검·화약류 등의 안전관리에 관한 법률 일부개정법률안(대안),안전및재난,재난·안전,0.9,이 법안은 안전관리에 관한 내용을 다루고 있어 안전및재난과 관련이 깊다.,총포·도검·화약류 등의 안전관리에 관한 법률 일부개정법률안(대안),gpt:gpt-4o-mini
총포․도검․화약류 등의 안전관리에 관한 법률 일부개정법률안,안전및재난,재난·안전,0.9,이 법안은 안전관리에 관한 내용을 다루고 있어 안전및재난과 관련이 깊다.,총포․도검․화약류 등의 안전관리에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
총포․도검․화약류 등의 안전관리에 관한 법률 일부개정법률안(계속),안전및재난,재난·안전,0.9,이 법안은 안전관리에 관한 내용을 다루고 있어 안전및재난과 관련이 깊다.,총포․도검․화약류 등의 안전관리에 관한 법률 일부개정법률안(계속),gpt:gpt-4o-mini
총포․도검․화약류 등의 안전관리에 관한 법률 일부개정법률안(대안),안전및재난,재난·안전,0.9,이 법안은 안전관리에 관한 내용을 다루고 있어 안전및재난과 관련이 깊다.,총포․도검․화약류 등의 안전관리에 관한 법률 일부개정법률안(대안),gpt:gpt-4o-mini
충남대전통합특별시 설치 및 경제과학국방중심도시 조성을 위한 특별법안,지역균형발전,지방행정,0.8,이 법안은 지역 발전과 관련된 내용을 다루고 있어 지역균형발전과 관련이 깊다.,충남대전통합특별시 설치 및 경제과학국방중심도시 조성을 위한 특별법안,gpt:gpt-4o-mini
치안산업의 진흥에 관한 법률안,국민안전행정지원,재난·안전,0.8,치안산업의 진흥은 국민의 안전과 직결되므로 국민안전행정지원과 관련이 있다.,치안산업의 진흥에 관한 법률안,gpt:gpt-4o-mini
치유와 상생을 위한 여순사건 특별법안,국민안전행정지원,재난·안전,0.7,여순사건의 치유와 상생은 국민의 안전과 화해를 도모하는 데 기여하므로 국민안전행정지원과 관련이 있다.,치유와 상생을 위한 여순사건 특별법안,gpt:gpt-4o-mini
탐정업 관리에 관한 법률안,정부혁신,정부혁신·행정지원,0.8,법률안은 정부의 관리 및 규제와 관련된 내용을 다루고 있어 정부혁신과 관련이 깊다.,탐정업 관리에 관한 법률안,gpt:gpt-4o-mini
탐정업의 관리에 관한 법률,정부혁신,정부혁신·행정지원,0.8,법률은 정부의 관리 및 규제와 관련된 내용을 포함하고 있어 정부혁신과 관련이 있다.,탐정업의 관리에 관한 법률,gpt:gpt-4o-mini
탐정업의 관리에 관한 법률안,정부혁신,정부혁신·행정지원,0.8,법률안은 정부의 관리 및 규제와 관련된 내용을 다루고 있어 정부혁신과 관련이 깊다.,탐정업의 관리에 관한 법률안,gpt:gpt-4o-mini
"투표자수와 투표자명부 공개에 관한 청원(우길영 외 50,862인 국민동의로 제출)(청원번호 2200130)",정부혁신,정부혁신·행정지원,0.7,투표자명부 공개는 정부의 투명성과 관련된 이슈로 정부혁신의 일환으로 볼 수 있다.,투표자수와 투표자명부 공개에 관한 청원,gpt:gpt-4o-mini
특례시 지원에 관한 특별법안,지방행정,지방행정,0.9,특례시 지원은 지방자치 및 행정과 관련된 법안으로 지방행정에 해당한다.,특례시 지원에 관한 특별법안,gpt:gpt-4o-mini
파산선고 등에 따른 결격조항 정비를 위한 행정안전위원회 소관 16개 법률 일부개정을 위한 법률안,정부혁신,정부혁신·행정지원,0.8,법률 개정은 정부의 행정 효율성을 높이는 방향으로 정부혁신과 관련이 있다.,결격조항 정비를 위한 법률안,gpt:gpt-4o-mini
포항지역 지진발생 관련 현안보고,안전및재난,재난·안전,0.85,지진 발생과 관련된 현안은 재난안전과 관련된 교육 및 연구의 필요성을 강조한다.,포항지역 지진발생 관련 현안보고,gpt:gpt-4o-mini
포항지진 및 강원산불 피해자 주거 지원 등을 위한 특별법안,복구지원,재난·안전,0.9,피해자 지원은 재난 복구와 관련된 법안으로 복구지원에 해당한다.,포항지진 및 강원산불 피해자 주거 지원 등을 위한 특별법안,gpt:gpt-4o-mini
풍속영업의 규제에 관한 법률 일부개정법률안,정부혁신,정부혁신·행정지원,0.7,영업 규제는 정부의 정책 및 규제 혁신과 관련이 있다.,풍속영업의 규제에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
풍수해·지진재해보험법 일부개정법률안,안전및재난,재난·안전,0.85,재해보험법 개정은 재난안전과 관련된 교육 및 연구의 일환으로 볼 수 있다.,풍수해·지진재해보험법 일부개정법률안,gpt:gpt-4o-mini
풍수해보험법 일부개정법률안,안전및재난,재난·안전,0.85,재해보험법 개정은 재난안전과 관련된 교육 및 연구의 일환으로 볼 수 있다.,풍수해보험법 일부개정법률안,gpt:gpt-4o-mini
풍수해보험법 일부개정법률안(계속),안전및재난,재난·안전,0.85,재해보험법 개정은 재난안전과 관련된 교육 및 연구의 일환으로 볼 수 있다.,풍수해보험법 일부개정법률안(계속),gpt:gpt-4o-mini
풍수해보험법 일부개정법률안(대안),안전및재난,재난·안전,0.85,재해보험법 개정은 재난안전과 관련된 교육 및 연구의 일환으로 볼 수 있다.,풍수해보험법 일부개정법률안(대안),gpt:gpt-4o-mini
피한정후견인 결격조항 정비를 위한 행정안전위원회 소관 4개 법률 일부개정을 위한 법률안,정부혁신,정부혁신·행정지원,0.8,법률 개정은 정부의 행정 효율성을 높이는 방향으로 정부혁신과 관련이 있다.,피한정후견인 결격조항 정비를 위한 법률안,gpt:gpt-4o-mini
피한정후견인 결격조항 정비를 위한 행정안전위원회 소관 7개 법률 일부개정을 위한 법률안,정부혁신,정부혁신·행정지원,0.8,법률 개정은 정부의 행정 효율성을 높이는 방향으로 정부혁신과 관련이 있다.,피한정후견인 결격조항 정비를 위한 법률안,gpt:gpt-4o-mini
피후견인 결격조항 정비를 위한 경비업법 등 10개 법률의 일부개정에 관한 법률안,정부혁신,정부혁신·행정지원,0.8,법률 개정은 정부의 행정 효율성을 높이는 방향으로 정부혁신과 관련이 있다.,피후견인 결격조항 정비를 위한 경비업법 등 10개 법률의 일부개정에 관한 법률안,gpt:gpt-4o-mini
피후견인 결격조항 정비를 위한 경비업법 등 10개 법률의 일부개정에 관한 법률안(계속),정부혁신,정부혁신·행정지원,0.8,법률 개정은 정부의 행정 효율성을 높이는 방향으로 정부혁신과 관련이 있다.,피후견인 결격조항 정비를 위한 경비업법 등 10개 법률의 일부개정에 관한 법률안(계속),gpt:gpt-4o-mini
학교폭력 관련 현안보고,안전및재난,재난·안전,0.9,학교폭력 문제는 안전과 재난과 관련된 중요한 이슈로 다루어진다.,학교폭력 관련 현안보고,gpt:gpt-4o-mini
한국도로교통공단법 일부개정법률안,정부혁신,정부혁신·행정지원,0.7,법률 개정은 정부의 교통 관리 및 정책 혁신과 관련이 있다.,한국도로교통공단법 일부개정법률안,gpt:gpt-4o-mini
한국도로교통공단법안,정부혁신,정부혁신·행정지원,0.7,법률안은 정부의 교통 관리 및 정책 혁신과 관련이 있다.,한국도로교통공단법안,gpt:gpt-4o-mini
한국자유총연맹 육성에 관한 법률 일부개정법률안,정부혁신,정부혁신·행정지원,0.7,법률 개정은 정부의 정책 및 지원 혁신과 관련이 있다.,한국자유총연맹 육성에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
한국전쟁 전후 기독교 등 종교인 희생사건 진상규명 및 희생자 명예회복에 관한 특별법안,정부혁신,정부혁신·행정지원,0.8,법률안은 정부의 역사적 사건에 대한 진상규명 및 회복과 관련이 있다.,한국전쟁 전후 기독교 등 종교인 희생사건 진상규명 및 희생자 명예회복에 관한 특별법안,gpt:gpt-4o-mini
